title,price_idr,city,district,bedrooms,bathrooms,garage,land_size_m2,building_size_m2,scraped_at
Rumah Pluit Permai. Shm. Hadap Selatan. 5 Kamar Tidur. Nego,6700000000.0,Jakarta Utara,Pluit,6,5,2,220,325,2026-04-28T07:37:25.383026+00:00
Rumah Muara Karang 8X15 Jual Cepat Harga Hitung Tanah Saja,2500000000.0,Jakarta Utara,Muara Karang,2,1,,120,100,2026-04-28T07:37:28.796596+00:00
Dijual Rumah Hoek 3Lt Florence Pantai Indah Kapuk,13000000000.0,Jakarta Utara,Pantai Indah Kapuk,4,4,3,219,400,2026-04-28T07:37:32.033714+00:00
Dijual Dibawah NJOP Rumah The Villas Diatas Mall Of Indonesia,3750000000.0,Jakarta Utara,Kelapa Gading,6,4,4,152,350,2026-04-28T07:37:35.329059+00:00
Jual Rumah 4 Lantai di Kelapa Nias - Klp Gading,3800000000.0,Jakarta Utara,Kelapa Gading,4,4,2,102,360,2026-04-28T07:37:38.298865+00:00
Rumah di Kelapa Nias - Klp Gading,3800000000.0,Jakarta Utara,Kelapa Gading,4,4,2,102,360,2026-04-28T07:37:41.806457+00:00
Dijual rumah bagus sangat layak huni di kelapa gading - Jkt Ut,4200000000.0,Jakarta Utara,Kelapa Gading,8,6,2,108,120,2026-04-28T07:37:45.249541+00:00
Rumah Pik 2 Cluster Elite Brand New Ukuran 10X20 Termurah Ready,7600000000.0,Jakarta Utara,Pantai Indah Kapuk 2,5,4,2,200,274,2026-04-28T07:37:48.290848+00:00
Rumah Cantik dan Rapi di Pik Luas 200 Hoek,13000000000.0,Jakarta Utara,Pantai Indah Kapuk,5,5,5,219,350,2026-04-28T07:37:51.972038+00:00
Hot Rumah.ekslusif Kelapa Nias K.gading Jakarta Utara,3800000000.0,Jakarta Utara,Kelapa Gading,4,3,2,102,150,2026-04-28T07:37:55.427133+00:00
Jual Murah Rumah di Camar Pik Jakarta-Bebas Banjir,5500000000.0,Jakarta Utara,Pantai Indah Kapuk,4,5,3,184,208,2026-04-28T07:37:58.135797+00:00
Hot Sale & Ekslusif House Pantai Mutiara Jakarta Utara,16000000000.0,Jakarta Utara,Pantai Mutiara,5,7,3,529,850,2026-04-28T07:38:01.816282+00:00
Rumah Pik1 Harga Dibawah Pasaran 2 Lantai Luas. SHM,5400000000.0,Jakarta Utara,Pantai Indah Kapuk,4,4,3,175,250,2026-04-28T07:38:04.466555+00:00
"Bebas Banjir, Rumah, 3 Lantai, SHM, bisa KPR",8500000000.0,Jakarta Utara,Pluit,4,4,4,235,550,2026-04-28T07:38:06.988749+00:00
Rumah 2 Lantai SHM Dimuara Karang Blok 8,3500000000.0,Jakarta Utara,Muara Karang,4,3,2,120,200,2026-04-28T07:38:09.549168+00:00
Dijual/Disewa Rumah 3 Lantai Pik 1 SHM Siap Huni,3700000000.0,Jakarta Utara,Pantai Indah Kapuk,4,4,2,72,250,2026-04-28T07:38:12.584958+00:00
Rumah Hook Bagus Asri Gading Indah Kelapa Gading Jakarta Utara,8000000000.0,Jakarta Utara,Kelapa Gading,7,6,4,316,300,2026-04-28T07:38:15.357917+00:00
Dijual Murah Rumah 3Lt Split Level Concerto Beach Golf Island Jakarta,8500000000.0,Jakarta Utara,Golf Island,4,4,2,200,298,2026-04-28T07:38:18.167840+00:00
Frans Cen-Dijual Rumah di Golf Island Pik.cluster Concerto.bagus.jarang Ada.wow LT. 200 (10X20),8500000000.0,Jakarta Utara,Pantai Indah Kapuk,4,4,4,200,400,2026-04-28T07:38:21.562412+00:00
"Dijual Cepat Rumah Tua, Jalan Bisa 2 Mobil di Kelapa Nias, Jakut",3400000000.0,Jakarta Utara,Kelapa Gading,4,3,1,170,150,2026-04-28T07:38:28.183188+00:00
